Test,ID,GeneMasterName,Variant,Gender,DiseaseName,PredominantCancerSubtype,SyndromeMasterName,DiseaseType,Organ,FinalVerdict,NotesReAssn,EvidenceofAssociation,PredominantCancerSubtypeSource,ClinGenValidility,ClinGen Numeric,NCCN combined,NCCNRecommend,NCCNidentifier,GeneticHomeReference,OMIM,GeneCard,GeneReview,Completed,GraphInAsk2Me,HomuncCaNeo,HomuncBenign,ASk2me Asssociation,NEJM MHL and DICER1 paper,MedNeon_Extended,Akras_paper,Akras_paper_penetrance,Yadav_paper,AmbryGenetics,SPANISH_DiseaseName,CHINESE_DiseaseName,SPANISH_Gender,CHINESE_Gender,IfMetaanalysisInMasterTable,IfASK2MEBasedOnMetaanalysis,SourceRisk,Order,Concatenated,OldDiseaseName,OldPredominantCancerSubtype,OldDiseaseType,BreastGene,ColonGene,Z_Old_DiseaseName,Z_Inheritance,Z_AllellicInheritance
"The TERC gene is associated with autosomal dominant TERC-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 338831).  DC is a telomere disorder characterized by abnormal skin pigmentation, nail dystrophy and oral leukoplakia. Affected individuals have a predisposition to progressive bone marrow failure, pulmonary fibrosis and cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). There is some evidence of genetic anticipation due to telomere shortening in which older generations present with adult-onset pulmonary fibrosis and subsequent generations present in childhood with bone marrow failure (PMID: 15098033).",893,TERC,,Either,Lung (Benign),Pulmonary Fibrosis,,Benign,Lung,1,,,,,,,,,1,1,1,1,Invitae,,,,,,,,,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERC gene is associated with autosomal dominant TERC-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 338831).  DC is a telomere disorder characterized by abnormal skin pigmentation, nail dystrophy and oral leukoplakia. Affected individuals have a predisposition to progressive bone marrow failure, pulmonary fibrosis and cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). There is some evidence of genetic anticipation due to telomere shortening in which older generations present with adult-onset pulmonary fibrosis and subsequent generations present in childhood with bone marrow failure (PMID: 15098033).",Pulmonary fibrosis,,Benign Disease,,,Pulmonary Fibrosis,,Mono
"The TERC gene is associated with autosomal dominant TERC-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 338831).  DC is a telomere disorder characterized by abnormal skin pigmentation, nail dystrophy and oral leukoplakia. Affected individuals have a predisposition to progressive bone marrow failure, pulmonary fibrosis and cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). There is some evidence of genetic anticipation due to telomere shortening in which older generations present with adult-onset pulmonary fibrosis and subsequent generations present in childhood with bone marrow failure (PMID: 15098033).",441,TERC,,Either,Skin Cancer (Non-Melanoma),Squamous Cell Carcinoma,,Cancer,Skin,1,,,,,,,,,,,,,Invitae,,,,,,,1,High,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERC gene is associated with autosomal dominant TERC-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 338831).  DC is a telomere disorder characterized by abnormal skin pigmentation, nail dystrophy and oral leukoplakia. Affected individuals have a predisposition to progressive bone marrow failure, pulmonary fibrosis and cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). There is some evidence of genetic anticipation due to telomere shortening in which older generations present with adult-onset pulmonary fibrosis and subsequent generations present in childhood with bone marrow failure (PMID: 15098033).",Squamous cell carcinoma,,Cancer,,,Squamous Cell Carcinoma,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",913,TERT,,Either,Blood (Benign),Aplastic Anemia,,Benign,Blood,1,,,,,,,,,1,1,1,1,Invitae,,,,,,,,,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Aplastic anemia,,Benign Disease,,,Aplastic Anemia,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",905,TERT,,Either,Breast Cancer,,,Cancer,Breast,9,,,,,,,,,1,,,,Invitae,,,,,,,,,,,,,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Breast cancer,,Cancer,,,Breast Cancer,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",897,TERT,,Either,Skin (Benign),Dyskeratosis Congenita,,Benign,Skin,1,,,,,,,,,1,1,1,1,Invitae,,,,,,,,,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Dyskeratosis congenita,,Benign Disease,,,Dyskeratosis Congenita,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",909,TERT,,Either,Hepatobiliary Cancer,Gallbladder Cancer,,Cancer,Gallbladder,9,,,,,,,,,1,,,,Invitae,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Cholangiocarcinoma,,Cancer,,,Hepatobiliary Cancer,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",445,TERT,,Either,Leukemia,AML,,Cancer,Blood,9,,,,,,,,,1,1,,1,Invitae,,,,,,,1,Low,,,leucemia,白血病,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Leukemia,AML,Cancer,,,Leukemia,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",447,TERT,,Either,Melanoma,,,Cancer,Skin,9,,,,,,,,,1,1,1,1,Invitae,,,,,,1,1,Low,,,melanoma,黑色素瘤,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Melanoma,,Cancer,,,Melanoma,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",901,TERT,,Either,Lung (Benign),Pulmonary Fibrosis,,Benign,Lung,1,,,,,,,,,1,1,1,1,Invitae,,,,,,,,,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Pulmonary fibrosis,,Benign Disease,,,Pulmonary Fibrosis,,Mono
"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",451,TERT,,Either,Skin Cancer (Non-Melanoma),Squamous Cell Carcinoma,,Cancer,Skin,9,,,,,,,,,,,,,Invitae,,,,,,,1,Low,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,"The TERT gene is associated with both autosomal dominant and autosomal recessive TERT-related dyskeratosis congenita (DC) spectrum disorders (MedGen UID: 462793  Autosomal dominant TERT-related conditions encompass a broad spectrum of features with varying degrees of severity complicated by reduced penetrance, variable expressivity, anticipation, delayed age of onset and multifactorial effects (PMID: 32923861, 25237198). Symptoms, if present, may include aplastic anemia, idiopathic pulmonary fibrosis and/or liver cirrhosis, among others (PMID: 17392301, 27836952, 21436073, 26022962). Genotype-phenotype correlation is unclear but may be influenced by an individual’s telomere length (PMID: 33184060).

Autosomal recessive TERT-related conditions include those associated with dominant disease, but may also have features of dyskeratosis congenita (DC). DC is characterized by abnormal skin pigmentation, nail dystrophy, oral leukoplakia, progressive bone marrow failure and increased risk for certain cancers such as squamous cell carcinoma and hematolymphoid neoplasms (PMID: 25170286). Some affected individuals may have a severe form of DC called Hoyeraal-Hreidarsson syndrome (HHS) that typically presents in the first year of life with intrauterine growth restriction, cerebellar hypoplasia, immunodeficiency and bone marrow failure in addition to features of DC (PMID: 25940403, 23335200).",Squamous cell carcinoma,,Cancer,,,Squamous Cell Carcinoma,,Mono
At least 1 finalverdict,923,TMEM127,,Either,Lymphadenopathy,Generalized,,Benign,Nodes,,,,,,,,,,,,1,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Generalized lymphadenopathy,,Benign Disease,,,Lymphadenopathy,,Mono
At least 1 finalverdict,921,TMEM127,,Either,Pheochromocytoma/Paraganglioma,Pheochromocytoma,,Neoplasm,Adrenal,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,1,1,,,,,,,1,,,,,,,Masculino,男性,0,0,,,,Pheochromocytoma,,Neoplasm,,,Neuroendocrine,,Mono
At least 1 finalverdict,455,TMEM127,,Either,Pheochromocytoma/Paraganglioma,Paraganglioma,,Neoplasm,Nerve,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,,,,,,,,,1,1,Low,,,,,Masculino,男性,0,0,,,,Paraganglioma,,Neoplasm,,,Neuroendocrine,,Mono
At least 1 finalverdict,927,TMEM127,,Either,Cardiovascular (Benign),Tricuspid Atresia,,Benign,Heart,,,,,,,,,,,,1,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Tricuspid atresia,,Benign Disease,,,Tricuspid Atresia,,Mono
At least 1 finalverdict,546,TP53,,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,2,1,1,1,1,,,,,,,1,High,,1,suprarrenal,肾上腺,Masculino,男性,0,0,,285,,Adrenocortical carcinoma,,Cancer,1,1,Adrenal Cortical Carcinoma,,Mono
At least 1 finalverdict,1424,TP53,,Either,Hepatobiliary Cancer,Cholangiocarcinoma,,Cancer,Bile Duct,0,,,,,,,,,2,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Cholangiocarcinoma,,Cancer,1,1,Bile Duct Cancer,,Mono
At least 1 finalverdict,1415,TP53,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,0,,,,,,,,,2,,,,1,,,,,,,1,Low,,,Vejiga urinaria,膀胱,Masculino,男性,0,0,,,,Urinary Bladder,,Cancer,1,1,Bladder Cancer,,Mono
At least 1 finalverdict,794,TP53,,Either,Brain Tumor,Glioma,,Cancer,Brain,1,,,,,,,,,1,1,,1,1,,,,,,,1,High,,1,cerebro,脑,Masculino,男性,0,0,Ask2Me,411,,Brain Tumor,,Cancer,1,1,Brain Tumor,,Mono
At least 1 finalverdict,1397,TP53,,Either,Brain Tumor,Choroid Plexus Papilloma,,Cancer,Brain,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,1,1,,1,1,,,1,,,,,,1,,,Masculino,男性,0,0,,,,Choroid Plexus Papilloma,,Cancer,1,1,Brain Tumor,,Mono
At least 1 finalverdict,1410,TP53,,Either,Brain Tumor,Medulloblastoma,,Cancer,Brain,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,,,,1,,,,,,,1,Low,,,cerebro,脑,Masculino,男性,0,0,,,,Brain Tumor,Medulloblastoma,Cancer,1,1,Brain Tumor,,Mono
At least 1 finalverdict,790,TP53,,Female,Breast Cancer,,,Cancer,Breast,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,1,1,1,2,1,1,1,1,,,1,,,1,High,High,1,mama,乳腺,Femenino,女性,0,0,Ask2Me,409,,Breast cancer,,Cancer,1,1,Breast Cancer,,Mono
At least 1 finalverdict,536,TP53,,Either,Colorectal Cancer,,,Cancer,Colorectal,1,Clingen: tumor-specific relative risks and 95% confidence intervals colon: 2.8,,,Mentioned,1,1,1,,2,1,,1,1,,,,,,,1,Low,,1,colorrectal,结直肠,Masculino,男性,0,0,,280,,Colorectal cancer,,Cancer,1,1,Colorectal Cancer,,Mono
At least 1 finalverdict,540,TP53,,Female,Endometrial Cancer,,,Cancer,Uterus,0,,,,,,,,,,2,,,1,,,,,,,,,,,endometrio,子宫内膜,Femenino,女性,0,0,,282,,Endometrial cancer,,Cancer,1,1,Endometrial Cancer,,Mono
At least 1 finalverdict,1002,TP53,,Either,Esophageal Cancer,,,Cancer,Esophagus,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Esophageal cancer,,Cancer,1,1,Esophageal Cancer,,Mono
At least 1 finalverdict,1591,TP53,,Either,Gastric Cancer,,,Cancer,Gastric,9,,,,,,9,,9,,1,,,1,,,,,,,,,,1,gástrico,胃,Masculino,男性,0,0,,,,GI hamartoma,,Neoplasm,1,1,Gastric Cancer,,Mono
At least 1 finalverdict,1401,TP53,,Either,Head And Neck Cancer,,,Cancer,Head and neck,0,,,,,,,,,1,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Head and neck cancer,,Cancer,1,1,Head And Neck Cancer,,Mono
At least 1 finalverdict,1403,TP53,,Either,Hepatobiliary Cancer,Hepatocellular Cancer,,Cancer,Liver,1,Clingen: tumor-specific relative risks and 95% confidence intervals are:  liver: 18,,,Mentioned,1,,,,2,2,,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hepatocellular Carcinoma,,Cancer,1,1,Hepatocellular Cancer,,Mono
At least 1 finalverdict,798,TP53,,Either,Leukemia,,,Cancer,Blood,9,Ambry Only,,,,,,,,,,1,,1,1,,,1,,,1,Low,,1,leucemia,白血病,Masculino,男性,0,0,Ask2Me,413,,Leukemia,,Cancer,1,1,Leukemia,,Mono
