AltNameGene,GeneMasterName,ForNLP,ForGeneCancerAssociation,DisplayAltNameGene,PrimaryKey,Test,Z_Ambry,Z_Invitae,Z_Fulgent,Z_ASK2ME,Z_Disease Type
RTPS1,SMARCB1,,,,1551,,,,,,
RTPS2,SMARCA4,,,,1552,,,,,,
S20,RPS20,,,,1553,,,,,,
SCARNA19,TERC,,,,1554,,,,,,
SCFR,KIT,,,,1555,,,,,,
SCG2,MEN1,,,,1556,,,,,,
SDYS,GPC3,,,,1557,,,,,,
Sfh1p,SMARCB1,,,,1558,,,,,,
SGB,GPC3,,,,1559,,,,,,
SGBS,GPC3,,,,1560,,,,,,
SGBS1,GPC3,,,,1561,,,,,,
SM20,EGLN1,,,,1562,,,,,,
SNF2,SMARCA4,,,,1563,,,,,,
SNF2-beta,SMARCA4,,,,1564,,,,,,
SNF2L4,SMARCA4,,,,1565,,,,,,
SNF2LB,SMARCA4,,,,1566,,,,,,
SNF5,SMARCB1,,,,1567,,,,,,
SNF5L1,SMARCB1,,,,1568,,,,,,
Snr1,SMARCB1,,,,1569,,,,,,
SPGF50,XRCC2,,,,1570,,,,,,
Spink3,SPINK1,,,,1571,,,,,,
SUFUH,SUFU,,,,1572,,,,,,
SUFUXL,SUFU,,,,1573,,,,,,
SWI2,SMARCA4,,,,1574,,,,,,
SWNTS1,SMARCB1,,,,1575,,,,,,
TATI,SPINK1,,,,1576,,,,,,
TCP,SPINK1,,,,1577,,,,,,
TCS1,TERT,,,,1578,,,,,,
TP2,TERT,,,,1579,,,,,,
TR,TERC,,,,1580,,,,,,
TRC3,TERC,,,,1581,,,,,,
TRP1,PRSS1,,,,1582,,,,,,
TRT,TERT,,,,1583,,,,,,
TRY1,PRSS1,,,,1584,,,,,,
TRY4,PRSS1,,,,1585,,,,,,
TRYP1,PRSS1,,,,1586,,,,,,
TSC,TSC1,,,,1587,,,,,,
TSC4,TSC2,,,,1588,,,,,,
TSE1,PRKAR1A,,,,1589,,,,,,
uS10,RPS20,,,,1590,,,,,,
VRNF,NF1,,,,1591,,,,,,
WAGR,WT1,,,,1592,,,,,,
WIT-2,WT1,,,,1593,,,,,,
WS2,MITF,,,,1594,,,,,,
WS2A,MITF,,,,1595,,,,,,
WSS,NF1,,,,1596,,,,,,
WT-1,WT1,,,,1597,,,,,,
WT33,WT1,,,,1598,,,,,,
